レースID,1コーナー,2コーナー,3コーナー,4コーナー
201005020712,,,"7,11,12(4,14,16)(2,3)9(5,10)15,1(6,8)-13","7,11,12,14(2,16)3(4,9)(5,15,10)-(1,8)6,13"
201005020801,,,"3,5,1,13(9,14)7,15,10-(6,4,12)11=8-16   2","3,5,1-13,9,14(7,15)-10(6,4,12)-11=8,16   2"
201005020802,,,"2,11(4,12)5,1,13,9,3(8,10)-6-7","2(11,12)(4,5)-1,9(13,10)(3,8)-6-7"
201005020803,,,"2,13,14,10(6,11,15)(5,7)-(1,3)8,4(12,9)","2-13-(6,14)(11,10)(5,7)15(1,3,8)-(4,9)12"
201005020804,,"14,15(4,3)7(1,10)-5,12,8,9(6,11)13,2","14,15,3(4,1)7(5,10)-12(8,9)(6,11)-(2,13)","14,15(4,1,3)(5,7)10(6,12,9)8,11(2,13)"
201005020805,,,"(*15,14)(8,2,16)(1,12)10(3,11)(4,6,13)-(7,9)-5","15,14,16(8,2,12)1(10,11)6(3,4,13)-(7,9)5"
201005020806,,,"(*7,3)(2,6)(1,4)-8,9-5","(*7,3)(2,6)(1,4)-8,9-5"
201005020807,,,"13-10,11(3,14)(6,9)-(2,5)(4,8)7,1,16,15-12","(*13,10)(3,11,14)(6,9)(2,5)(4,8)7,1,16,15-12"
201005020808,,,"1-(8,2)-18(5,12)(11,14)(3,9)(7,17)6(15,16)-10-(4,13)","1,8,2,18(5,11,14)(3,12,7)(15,9,6)(10,17)16(4,13)"
201005020809,,"10(4,5)-6-(1,9)-7(2,3,8)","10,5-4,6(1,8)9(2,7)3","10(5,6)(4,8)-(1,9)2(3,7)"
201005020810,"3(4,16)1(6,8,14,15)-2,9,5,10-12-7(11,13)","(*3,4,14)16(1,8)(6,15)-2-(5,9)10-12,7,13,11","3(4,14)(1,16,8)15,6,2(5,9)10(13,12)-7-11","3,14,4(1,8)16(6,15,2)9(5,10)13,12(7,11)"
201005020811,,,"(*1,12)-18-2,13(4,15)9(6,14,17)10-(8,11)16(3,7)5","(*1,12)18-2,13(4,15)(9,17)(6,14)11(8,10)(7,16)(3,5)"
201005020812,,"3,4(2,5)6,1(7,8)-10-9","3,4,5,2,6,1,8,7,10-9","3,4,5(2,6)(1,8)(7,10)9"
201005030101,,,"10,11(6,5,14)(9,8,16,12)-2-3(1,15)(7,4)-13","10(11,5,14)6(8,16,12)9-2,3(1,15,4)7-13"
201005030102,,,"3,4(1,7)(9,11)(14,12)(5,15,16)(13,10)8,6   2","3,4,1(11,7)(14,12)(9,15,10)13(5,8,16)-6   2"
201005030103,,,"1,5(2,15)3,16,10(9,11)(4,12)-7-(8,13)6,14","1(5,15)(2,3)-(9,16)(10,11)(4,12)7(8,13,14)6"
201005030104,"13-11,14-7-8,10-(3,9)-(1,6)-2-(5,12)   4","13-11,14-7-(8,10)(3,9)(1,6)-2-12,5   4","13-(11,7)-14,8(9,10)(3,1)6-2=12=5   4","(*13,7)-11,14,8(9,1)-(3,6)10-2=12=5   4"
201005030105,,"(*7,8)(4,5,13)(2,6,12,18,17)(3,10,11)(1,14)16,9=15","13,7(8,17)(4,6,18)2(5,12)(3,1,10)(16,11)14,9=15","13-7(8,17)(4,6)(2,18)12(3,1,5)10(16,9)(14,11)=15"
201005030106,,,"10,9(5,15)6(1,7,14)(3,8,16)(2,4,11)12(13,17,18)","10,9(5,15)6(1,7)(3,14)(2,8)(4,11,16)(13,17,18,12)"
201005030107,,,"7,11(6,13)(4,16)(1,2,8)(3,12)(14,9)-10,15-5","7,11(6,13,16)4(1,2,8)(3,12)(14,9)(15,10)-5"
201005030108,,,"1(4,14)(3,18)17(2,7,13,16)8(12,15)(5,9)(10,11)-6","1(4,14)(3,17,18)(2,16)(7,13,15)(5,8)12(9,11)6,10"
201005030109,,,"2,6(1,3,5)8(7,9)(10,11)12,14(4,16)-(15,13)","2,6(1,5)3(7,9)(12,11)(10,8)(4,16,14)(15,13)"
201005030110,,"4,7(2,10)5,11,8(6,9)-3-1","4,10,7,2,5-(8,11)-9-6-3-1","4,10(7,2,5)(8,9,11)6,3-1"
201005030111,,"(*12,6,16)1(10,13,14,15)4(7,9,11)-(3,8)-5-2","6(12,16)(10,13,14)(1,7,15)4(11,9)8-3=5-2","6,16(12,13,14)(10,7,15)1(11,9,8)(4,3)=(5,2)"
201005030112,,,"5-(10,9)(2,13)(11,15)4-(3,16)(6,12)(1,7,14)8","5=9-(10,2)13,11(4,15)(3,16)(6,14,8)1(7,12)"
201005030201,,,"6,7,3-12(2,8)(5,4,13)1-(9,11)10-16,14=15","(*6,7)3,12(2,8)(5,4)13,1-9,10,11,14,16-15"
201005030202,,,"10-12-5,7,9,6,15,3-8(2,1)(16,13)-(14,11)=4","10-12,7,5,9-(6,15)(3,8)(2,1)-13,14,11,16-4"
201005030203,,,"5,14-(1,16)(6,7,15)-(8,9)2,4,10(12,13)-11   3","(*5,14)-1,16(6,15)7,9,2,8,4(10,13)-12-11   3"
201005030204,,,"3-17(8,14,18)1(2,4,9)-16(10,12)11(5,15)(7,13)6","3-(17,14)(8,4)(1,2,18)9(10,16)(5,11)12,15(7,13)-6"
201005030205,,"13-(2,4)10,7(3,9)(5,12,14)(1,15,17)6,16,18,11,8","13-4,10,2(7,9,17)3(5,14)(1,12,15)(18,6,16)-(8,11)","13,4(2,10)(3,7,9,17)(1,5,14)(12,15)(18,16)6(8,11)"
201005030206,,,"1(5,6,9)4(3,12)(2,10)13(8,14)(15,16)11   7","1(5,9)(4,6)(3,12)13,2,8,11(15,10)14,16   7"
201005030207,,,"5,13(10,11,7)-(12,15)6,3-4,1,9-(2,8)16,14","5(13,7)11(10,12,15)(6,3,4)-1,8(2,9)16,14"
201005030208,,"6(8,13)(9,11)7-(4,10)-3-(2,5)-12,1","6,13(8,11)9,7-(4,10)3-2,5,12-1","6,13(8,11)9(7,4)10,3,2,5,12-1"
201005030209,,,"16(14,15)(13,8,18)(2,9,11)(7,12)(4,17)(1,3)10(6,5)","16-15(14,18)(13,8)11(2,9)12(7,4,17)(1,3,10)(6,5)"
201005030210,,,"7,11(6,15,16)10(1,13)(12,14)(2,9,8)4(3,5)","(*7,11)(6,15)(10,16,14)(1,13,8)(12,4)(2,5)(3,9)"
201005030211,"7-2(4,10)(1,15)(5,18)(9,17)3(6,12)(11,13,14,16)8","7-2=4(1,5,10)(3,15)9(11,6,18)(13,17)(8,12,16)14","7-2-4(1,5,10)15(3,9)(11,6,18)17(8,13,12,16)-14","(*7,2)(4,10)(1,5,15)(3,9,18)(11,6,17)(8,13,12,16)14"
201005030212,,,"17,1(11,16)(4,8,10)(2,13)12(7,15)14(3,9)(6,5)","17,1(11,16)(7,4)(8,10)(2,13)(3,12)(15,14)5(6,9)"
201005030301,,,"4,7(10,11,15)-(1,13)6(8,12,14)2,3,5=9","(*4,7)(10,11,15)-(1,13)(6,14)8,2(3,12)-5=9"
201005030302,,,"4(5,16)14(2,6,15)8-(13,9)-10-11-12-1,7,3","4(5,16)(14,15)6(2,8,9)13-10,12-11-(3,1)7"
201005030303,,,"(*5,7)16-(4,18)(6,12,14)(3,10,11)(1,17)(9,15)13,8=2","5,7(4,16,18)6(12,14)3(10,11)(1,17)(13,15)(9,8)=2"
201005030304,"7=5-14,13-10-11-4,9-12-(3,2)=6=1=8","7=5=14,13=10-11-4-9,2,12,3=6=1=8","7-5(14,13)=(4,9)11,10=12,2-6-3=1-8","7-13(14,5)=4,9=11-10,12-6-2-3=1-8"
201005030305,"8,10,14(6,12)9(1,13)(2,3)5,4,15,7,17(16,11)","8(10,14)(6,12,13)9,1(2,3)(4,5)(7,15,11)17-16","8,10(6,14)(12,13)(1,9,11)(2,3,5)4(17,15)-(7,16)","8,10(6,14,13)12(1,9,11)(2,3,5)(4,17)(15,16)-7"
201005030306,,,"2,5(1,13)(6,9,10)(4,15)7(3,8,14)(11,12)","(*2,5)(1,13)(6,9)4(3,7,10)(8,15)11(12,14)"
201005030307,,"14,12,6,1-(5,11)(9,13)(3,7)(2,4)10-(8,15)","14-12(6,1)-(5,11)(9,13)(3,7)(2,4)8,10,15","14-12(6,1)3(5,11,4)(2,9,13)(7,10)8,15"
201005030308,,"(*1,2)11(3,18)(6,7)(4,14)8,9,13,10(5,15)16,17-12","1(2,11)3(8,6,18)(7,14)(4,9,13)10(15,16)(5,17)-12","1,2(3,11)18(8,6)(7,14)(4,13)(5,9)(10,16)15,17-12"
201005030309,,,"14,16,4,5,11(2,13)(1,6,9,15)10(3,12)8   7","14,16,4,5,11(2,13)(1,6,15)(3,9)12(8,10)   7"
201005030310,,,"(2,*8,15)(3,4,5,11,14)13(1,10)(9,7)-(12,16)6","(2,*8,15)3(4,11,14)(1,5,13)10,7,9(6,12,16)"
201005030311,,,"2,3,11,1(10,12)16(7,13)(8,15)9(4,5)14,6","2(3,11)(1,10,12,16)(7,13)15(8,5,9)4(6,14)"
201005030312,,,"16,7(4,11)(6,12)(1,8,14)(10,15)5(2,9,13)3","16,7(4,11)(6,8,12)(1,14)(5,10)(2,15)(9,13)3"
201005030401,,,"15,12(5,6)3,7(1,10)8(14,4,13)(11,9)(2,16)","(*15,12)(5,6)3,7,10(1,13,9)(4,8,16)14(2,11)"
201005030402,,,"(*14,4)-11,5,13(1,6,15)2,7,12(8,9)(10,16)3","14(4,11)5-(6,13)(1,15)2(12,7)-10,8-(9,16)-3"
201005030403,"3,1,8(7,10)(9,12)(2,14,15)5,11(16,13)-(4,6)","3,1,8(7,10)(9,12)2(14,15)-(5,11,13)-16-(4,6)","(*3,1)(8,10,12)(7,15)9(2,14,13)(5,11)16(4,6)","(*3,1,8)(10,12)(7,15)(2,9,13)(14,11)(5,16,6)4"
201005030404,,"(*10,9)16(6,8,15,17)2(5,7)13(1,12)(4,18)(3,14)=11","10,16,9,17,6,15,7(2,8)(5,12,18)1(4,14)13,3-11","10,16(9,17)6-(15,7)(8,12)2,5(1,18,14)(4,13)-3-11"
201005030405,,,"2,7(12,14)-(4,6,13)(1,8)5(3,10)11-15-16-9","2,7(12,14)(4,6,13)(1,8,5)-3(10,11)(15,16)-9"
201005030406,,,"1,15(5,18)(4,10,17)(2,12,13)-(7,3)(6,11)8-9,16,14","1,15(5,18)10(4,17)(2,12,13)(7,3)(8,6,11)(9,14)16"
201005030407,,,"15,16(6,14)(1,2,8)(3,7)(5,4)(11,9)12,13-10","15(16,14)6(1,8)(3,7)(2,4)(5,9)(11,12)13,10"
201005030408,"8,12(4,14)5,9(1,3)13(2,6)7-10,11","8,12(4,14)5(1,9)3(2,13)6,7(10,11)","(8,*5)12-(4,14)(1,3,9)13(2,6)-7,10,11","(8,*5)(4,12)(1,14,9)(3,13)(10,2)(6,7)-11"
201005030409,,"9(3,11)(4,16)(7,10)(8,13)1(6,14)15,5(2,12)","9,11(3,16)(4,7)13(1,10)14-(8,15)(2,6,12)5","9,11(3,7,16)(4,10,13)(1,14)(2,8,15)(5,12)6"
201005030410,"6(5,16)-17,7,13(3,8,15)(1,12)4(11,14)9,10,2   18","6,16-5,17(7,13)(3,15)(1,8)12(4,14)11,9,10,2   18","(*6,16)(5,17)(3,13)(7,15)(1,8,9)12(4,14)(2,11,10)   18","(6,*16)17(5,13)(3,8,15)(7,9)(1,12)(2,4,14)(11,10)   18"
201005030411,,,"6(7,11)(2,14)(3,16)(1,10)(8,9,13)(4,12)-15,5","6(7,11)(14,16)(2,3)(8,10,13)1(12,9,15)4,5"
201005030412,"8,11-2,10(4,12)(3,6)5,1,7-9","8,11-2(4,10)(6,12)(3,5)(1,7)-9","8-11-2(4,10)(6,12)(3,5)(1,7)-9","8,11,2(6,4,10)12(3,1,5)7-9"
201005030501,,,"12-9-7(3,8)(2,4,10)(5,11,14)16(1,6)-13=15","12-9,7,8(3,4)2(5,10)(11,14)1(6,16)-13-15"
201005030502,,,"(*7,11)12(3,8,14)16,2(1,13)9,6(4,15)=(5,10)","(*7,11)12,14(3,2)(8,16)(1,9,13)(6,15)-4=10-5"
201005030503,,,"7(9,12)(11,16)(3,4,14)-(2,5,13)(1,10)6-8=15","(7,*12)(11,9,16)-14(3,4,13)5(2,6,10)(1,8)=15"
201005030504,"(*13,8)5(1,2,10)6-3,4=9=7=12   14,11","13,8,5(1,10)2,6,3,4=9=7=12   14,11","8,5-(13,1)(3,2)6(4,10)-9=7=12   14,11","8,5-(1,2)(13,6,3)4-10=9=7=12   14,11"
201005030505,"18,6,5(11,17)3(12,13)7,1(10,15)16(2,9)4,14,8","18-6,5(11,17)-3(12,13)15(10,7)1(16,9)(2,14)4,8","(*18,3,9)6(5,17,15)11(12,13,1)(10,7,16,8)-(2,14)4","(*18,3,9)(5,6,17,15)(11,1)(12,13)(16,8)7(10,14)-2,4"
201005030506,,,"(*5,7)17(2,8,18)(4,10,11)(3,9,14,15)(1,13,16)6-12","(*5,7)(2,8,17,18)(4,10,11)(9,14)(3,15)13(1,16)(6,12)"
201005030507,,,"3,14(8,9,18)-(5,13)(7,11,17)(6,10,16)(1,4)(2,15)12","3-14(8,9,18)(5,13)(11,17)7(6,10,16)4(1,2,12,15)"
201005030508,,,"15,11,14(5,16)(8,10)12(2,6,9)(3,7)(1,13)4","15,11,14(5,16)10-12-(8,6)(2,9)(3,1)(13,7)-4"
201005030509,,"4,12(6,11)(1,7)8(2,10)-(3,9)-5","4-12(1,11)6,7(2,8)(5,10)(9,3)","4-12(1,11)6,7,2(5,8)10(9,3)"
201005030510,,,"8,10(3,14,16)-6,7,4,12(5,11,17)9(18,15)(2,13)-1","8,10(3,14,16)(6,7)(4,12)(5,11,17)(2,9,15)(18,13)1"
201005030511,,,"3,14(1,4,16)18(2,6,11)9,5,15,7(10,8)12,13,17","3,14(1,4,16)18(2,6,11)(5,9)15(7,8)10,12,13-17"
201005030512,,,"11-(6,16)(4,12)(1,13)2,15(9,3)10(5,7)14-8","11-6,16(1,4,12)(2,13)15(9,3)(5,10)7,14-8"
201005030601,,,"(*14,15)(7,8,13)(4,5,10)(2,11,16)(3,9,6)-(1,12)","(*14,15)(7,13)8(4,10)(5,16)(2,11)6(3,9)(1,12)"
201005030602,,,"(*9,14)(4,10,15)-2,11,12,13(3,16)5,7,6-1,8","(*9,14)15,4(11,10)2,13,12,16,3,5,7-6-1,8"
201005030603,,,"8,11(1,3,12)(2,9,14)(6,7)10(4,5)18(15,13)-16,17","8,11(1,3,12)(2,14)9(4,6,7)5(15,18,10)13(16,17)"
201005030604,,"(*6,7)(2,10,16)(4,8,15,18)(1,9)17(3,12)13,11,14-5","(*6,7)(16,18)(2,10,15)(1,4,9)8(12,17)-13(3,11)14=5","(*6,7)(16,18)(2,10,15)(1,4,9)(8,12,17)-13(3,11)14=5"
201005030605,,,"(*4,16)(5,11)(3,8,12)(7,13)(1,2)(6,10)9-14-15","(*4,16)(5,11)13(3,12)1(6,8,7)(2,10)-9,14,15"
201005030606,,,"10,9,4-8,12(5,13)(1,14)(15,16)(2,7,17)(3,6,11)-18","10-9(4,8)(5,13,12)(1,14)(15,16)2(7,17)(3,6,11)18"
201005030607,"6-(1,12)(2,15)(3,9,16)4,5(10,13)7,14(8,11)","6-(1,12)-(2,15)-(3,9)16-(4,5)-10-(7,13)-(8,14,11)","6,12(1,2,15)(9,16,5)(10,3,4)(7,13)(14,11)8","(*6,12)(2,15,9)(1,3,16)(4,5)10-(7,13,14)11,8"
201005030608,,,"8(5,7)(1,3,16)6,15,2,11(4,14)(9,10)-(12,13)","8,5(1,7)3,16(6,15)2,11-(4,14)10,9,12,13"
201005030609,,"2,3,1,9(5,7)8(6,12)(4,10)(11,13)","2=3-1-9(5,7)(6,8)12,4,10(11,13)","2-3-1=(9,7)5,8,6,12,4,10,11,13"
201005030610,,,"2,4,15(3,5,7)(1,6,11,16)(10,12)9(8,14)-13","(2,*4)(15,7)(3,5)(1,6,11)(10,12,14)16(8,9)13"
201005030611,,,"18,13(1,8,15)(4,10)14,5(2,17)(7,12,16)(3,9)(6,11)","(*18,13)15,8(1,10,14)(4,5,17)(7,12,16)2(3,9)11,6"
201005030612,,,"9,1,7(10,8,13)14,12(15,16)6(3,4)-2,11   5","(*9,1)(10,8,7,13)14(15,12)(6,3,16)-(11,4)2   5"
201005030701,,,"(*1,6)(5,10)(9,15)13,7,11,2,16(3,12)-14-8-4","1(6,10)(5,15)9-(7,13)11(2,16)-12,3-(8,14)-4"
201005030702,,,"(*2,4)9,15(13,11)14(8,16)(1,7)(6,3)-(12,10,5)","(*2,4)9(13,15)(14,11)(8,7)(1,16)(6,3)-10(12,5)"
201005030703,,,"2,4(1,11)(3,16,18)6(5,8,12)(7,9,15)17,10-14=13","2,4,11(1,3,18)6(5,8,16)(9,12)(7,15)(17,10)-14=13"
201005030704,,"9(2,4,7,10)(5,8,12)(6,11)14(15,17)-3,13,16-18-1","9,10(4,7)8(2,12)(5,11,14)(6,15,17)(13,16)3-18=1","9(10,7)(4,8)(2,12)(5,11,14)17(6,15)13,16,3-18-1"
201005030705,,,"8,15,9,13(3,11,12)(1,2,7,10,14)-(6,4)16,5","(*8,15)12,9(13,11)(3,14)(1,2,7,10)4,6,5,16"
201005030706,,"3(7,12)(1,2,6)(9,11,13)(4,8,16)(10,14)15,5","(*3,12)(1,7,6)9(4,2,13)(8,11)16,10,14-5,15","3,12,6,1(7,9)(4,13)(2,11)(8,10,16)14,5-15"
201005030707,,,"7=14,16,10,13-(1,11)(9,8)-3,12,6,4,2,15,5","7=(14,16)-(10,13)-11,1-8(9,12)(3,4)-(6,15)-2-5"
201005030708,"4-(12,13)(5,6)(10,3)2,11,1-7(8,9)14","4-12,13,5,6(10,3)2,11(7,1)(8,9)14","4(13,10,3)(12,6)-5-11,1,2(7,8)=9,14","4(13,10)3,6,12,5,11,1-(2,8)-7=14,9"
201005030709,"16(7,6)12(2,5)9,13(8,15)-(10,14)-4,11-(1,3)","16-(7,6)12,2,5-(8,9)13(10,14)15(4,11)(1,3)","16-(7,6)12(2,13)5(8,9,15)(10,14,11)4,1,3","16-(7,6)(2,12,13)5(9,15)8(14,11)(10,4)1,3"
201005030710,,"9-6-7-1-4-3,5,2,8","9-6-7,1(5,4)-3,2,8","9-6(5,7,1)4,2,3,8"
201005030711,"3,5(7,10)4(9,16)13(11,14)15,6-8-2,1   12","3,5(4,7)10(13,9)16(11,14)-15,6,8-(2,1)   12","3,5(4,7)(13,10,9)(11,16)14-15(6,8)-1,2   12","3,5,7(4,10)9,13,16,14(6,15,11)8-(2,1)   12"
201005030712,,,"15,2(3,10)12(7,14)17(4,18)16,1(5,13)11,9(8,6)","15,2(3,10,14,12)(7,4)18-(1,16)(17,13)(5,11)9(8,6)"
201005030801,,,"(*16,1,7)13(6,10,11,14)-15,4-(3,2)(8,9)5-12","(*16,1,13)(6,10,7)(15,11,14)4-(2,8,9)-3,5-12"
201005030802,"1,2,5(9,12,15)(4,10)8,14(11,16)(7,13)3,6","1,2,5(9,12)10(4,15)8-(11,14)(7,16)13,3,6","(*1,2)5(9,10,12)(4,8,15)7,14,16(3,11,13)6","1,2,5,9(10,12)-(4,8,15)7(14,16)(3,13)-6,11"
201005030803,,,"(*3,10)15(4,5)7(1,11,12)(8,13,14)=6=2,9=16","3(10,15)(4,5)12(1,7)(11,13)14,8=6=2=16=9"
201005030804,"16(3,13)(2,5,7)14(6,12)(1,11)(10,15)(9,18)4-(8,17)","(16,*18)(3,13,14)(5,7)(2,12,15)-(6,11)9,1,10,4-(8,17)","(*16,18)(3,13,14)-(2,5,15)(12,7)6(11,9)(1,17)10,4,8","(*16,18)(3,13,14)15(2,5,12)1(11,9)(6,4,10)17-(7,8)"
201005030805,,,"1(3,8)(2,16)-(7,11,12)-(4,5,9)14(13,6)-(10,15)","1(2,3,8)16,11(7,12)-9(13,5)(4,6)14-10-15"
201005030806,,,"(*2,12)15(3,5)(6,17)(18,1)(13,14)(4,7,16)(8,11,9)10","(3,*2,12)15,5(17,1)(4,6,18,16)(13,7,14,9)8,11,10"
201005030807,,"1-4(3,7)(6,12,15)(10,13,17)(5,8,11,16,18)-9-14   2","1-3-(4,7,18)6(12,15)(8,10)(13,17)(11,16)5,14,9   2","1,3(4,7,18)(8,6,12,15)(10,13,17)(5,11,16)14-9   2"
201005030808,,,"9(11,14)(2,15)(6,10)(1,16)(7,13)5,8-(3,12)4","9(2,11,14,15)(1,6,10)(5,7,13)16,8(12,4)3"
201005030809,,,"9,12,16(1,4,8,11)10(2,17)(3,5,7)14(6,15)13","9(1,12,16)(4,8)11(2,10)(3,5,17)(6,7,14)-(13,15)"
201005030810,"2-15-8(1,3,5)14(6,7)13(9,11)(4,10)12","2,15-8(1,5)(3,14)7(6,13)9,11-(4,10)-12","(*2,15)(3,8)(1,5)7,14(6,13)(9,11)10,4,12","(*2,15)(8,5)(1,3)(7,14)(6,13)(9,11)(4,10)-12"
201005030811,,"8,12(1,11)-(2,5,13)(9,18)(3,4,7,10,15)(14,16)17,6","8-12-(1,11)(4,5,13)2(3,18)(17,7,15)(14,9,16)10-6","8(4,12)(1,11)(3,2,5)13,18(17,7,15)(10,14)(9,16)6"
201005030812,,,"16-(9,12)(3,8,14)(1,4,15)13,10(2,11)6(5,7)","16(9,12)(3,8,14)(1,15)(10,4,13)2(6,11)(5,7)"
201005040101,,,"2(5,6,9)(1,10)(3,7)(8,16)11,13,15-12-14,4","(*2,5,6,9)10(1,3,7,8,16)-(15,13,11)12-4=14"
201005040102,,,"7(2,3)(16,18)(1,9,17)(11,14)12(6,15)(4,8,13)-5-10","7(2,3)(16,18)1(9,17)11,14(6,12)(4,15,13)8-(5,10)"
201005040103,,"6-1(4,13)(3,5,10)(2,8,12)(7,9,11)","6=1,13(3,4,5)(2,8,12,10)(7,9,11)","6=1(13,5)(3,4)(8,12)2(7,9,11)10"
201005040104,,,"7,2(1,9,13)14(8,11)(10,12)15-3,16-4,5-6","(*7,2)(1,9,13)14(8,11,12)(10,15,3)-4(5,16)=6"
201005040105,,,"7,8(9,10)5(2,4)-(1,3)6","7,8,9,10(2,5)3,4(1,6)"
201005040106,,,"5-2(4,8)(3,13)(6,7,14)(1,9)-(11,12)10","5-2(4,8)(6,7,13,14)(3,9)1(11,12)10"
201005040107,"(*2,9)4(1,6)(7,10)11(5,8)-3","2,9(1,4,6)-(7,10)11,5,8-3","(*2,9)6,1(4,10)(7,5)11,3,8","2,9,6,1,10(7,4,11)(3,5)8"
201005040108,,,"1,5,6(3,7)4,8-2","1(5,6)(3,7)4,8-2"
201005040109,,,"15,8(2,13)(5,16)(4,7)6(3,14,11)(1,9)12-10","15,8(2,13)16-(4,5)(7,6)(14,11)(3,9)(1,12)-10"
201005040110,"1,5(4,8)(6,7,9)(2,3)11,10","1,5(4,8)(6,9)(2,7)(3,11)10","1,5(4,8,9)(6,7)(2,11)3,10","(*1,5,8)(4,9)(6,7)(2,3,11)10"
201005040111,,,"5,9(2,6,8,16)(3,14)(10,15)4,12(1,13)(7,11)","5,9(2,6)(8,16)(3,10,14)(4,12,15)1(7,13,11)"
201005040112,,"14,4-(6,8)-(2,17)-9,16(5,12)(1,10,7)(3,15)11-13=18","14,4=6,8(2,10)(17,9)1,16-(5,12)(3,7,15)11,13=18","14,4-6,8(2,17,10)(1,9)16,12,5(3,7,13)11,15=18"
201005040201,,,"9,3(12,13)1,8(4,10,14)(2,5,7)(11,6)","9(3,12,13)1(8,14)(4,7)(10,6)(2,5)11"
201005040202,,,"18,17,7(6,8)10,3(2,14,13)(1,4)16(5,11,12)15   9","18,17,7,8(6,10)3(2,13)14(1,4,16,12)(5,11)-15   9"
201005040203,,,"(*8,10)5,3,4,1(7,17)(6,15,13)16(9,14,11)2-12","(*8,10,5)(3,4)(1,7,17,13)(6,16,11)(15,14)(9,2)12"
201005040204,"8-3-11,7=9(1,2)6,5,14(4,13)=10=12","8-3,11(1,2)7-9,5-(14,6,4)13-10=12","8,3-7-(2,9)1,11-5(13,6)14-4=10=12","3-8,7=9,2-1=(11,6)5-14,13-4=10=12"
201005040205,,"4(5,11)2(1,3,9)(6,8)7,10","9-(4,11)(2,5)3(10,1)8(7,6)","9-(4,11)(2,5)(1,3)10(6,8)7"
201005040206,,,"6-14(5,8,15)(3,4)9(11,12,13)(2,7,16)10,1","6-14(5,8,15)9(3,4,12,13)11(2,7,16)-10,1"
201005040207,,,"1=3(4,13)(5,8,10,16)-9(2,6)(7,15)(11,12)14","1=(3,13)(4,16)(5,8,10)-9(2,7,15)-(6,12)11-14"
201005040208,"6,14,11,10(1,3,4)(7,12)5,8,2,9=13","6,14(11,10)(3,4)(1,7)5(9,12)(2,8)-13","6,14,10,11(3,4)-(1,7)(2,9,5,12)8-13","6(14,10)(11,3)4(2,1,7)(9,5,12)8=13"
201005040209,,"7-10,5-(2,4)1-9,3-8   6","7-(5,10)=4,2(1,9)-3,8   6","7-(5,10)-1,4,2,9,3,8   6"
201005040210,,,"1,4(5,8,9,16)11(2,7,12)15(13,14)-10,6,3","1,4(5,11,8)(2,9,16)7(13,12)15(10,14)(3,6)"
201005040211,,"7,10(3,9)5(4,6,8)-1-2","7-10-9,3,5,4,6(1,8)-2","7-10(3,9)5(4,6)-(1,8)-2"
201005040212,,,"12(3,8)-4,13,9(1,2,14)(10,16)(6,7,11)15,5","12,8-3,4,9,13(2,14)(1,10)(7,16)(6,15,11)5"
201005040301,,,"12,8,14(4,16)10,7(6,15)3(1,9)(5,13)(2,11)","12,8,14(4,10,16)7,15,9(6,3)(1,11,13)-(2,5)"
201005040302,,,"1(6,7,8)(5,12,9)(3,14)(10,13)(2,4,11)","1(6,7,8,12)9(3,5)(10,13,14)2,4-11"
201005040303,,,"12,10(4,6,9)-(1,14)(5,13)-(2,3)(8,11)(7,15)","12(10,9)4,6,1,14(5,13)(2,3)8,11,7-15"
201005040304,,,"13(1,9)3,12(10,15)-(5,2,6,11)-16,14-4=7-8","13(3,9)1(10,12)15(5,2,6,11)-(14,16)-4=(7,8)"
201005040305,,,"1,6(4,11)9-12-7-(5,10)-8,3=2","1(6,9)4,11-12,7-(5,10)8-3-2"
201005040306,,,"3,15(6,13)11,2,1(8,12)(5,7,9)10,4-14","3(15,13)(6,11)2,1,8(5,12,9)(10,7)4,14"
201005040307,"11-1=2-6(3,10)7(4,15)5,12,8(14,17)-13,16,9","11-1=2(3,6)(4,7,10)(5,15)12,8,17,14(13,16)9","11-1=(2,6)(3,7,10)-4,15,5,12,8,17,14(13,16)-9","11,1=(2,6)(3,7,10)-(4,15)-12,5(8,17)(14,16)(13,9)"
201005040308,,,"(*3,5)(2,9)17(6,8)-13(1,4,7)15,10(11,12,16)14","(*3,5)(2,9)17(6,8)13(1,4)7(11,10,15)12(14,16)"
201005040309,"2-14(8,9)10(4,3)(1,7)(11,13)6,12-5","2-14(8,9)(1,10,3)(11,7,4)13-6,12,5","2,14(8,9,4)(10,13)3,7,1,11(6,5)=12","2,14(8,4)-(10,9,13,3)(1,7)11,6-5=12"
201005040310,,,"3,4-11,9,16(8,14)15,2(6,10)5(12,7,13)1","3,4(9,11)(8,16)14(2,15)(6,10)(5,13)12(7,1)"
201005040311,,"12,4,11(3,10)9(5,14)-(1,13)(8,2)6,7","12(4,11)(3,14)(10,9)5(8,13)(6,2)1,7","12(4,11)(3,10,9,14)(5,8,13)2,6(7,1)"
201005040312,,"5,9,3-(6,8)(2,7,10)(4,11)1","5(3,9)8(6,7,10)(2,11)4,1","5,9(3,8,10)(6,7)(2,11)1,4"
201005040401,,,"2(6,7,13)(5,16)(4,11)-(1,12)(3,15)-(9,8,14)-10","2(6,7,16)(4,13)5(1,12,11)15,3-9-(8,14)10"
